0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.491050121757774960e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.317924036511120001e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.456758334191025028e+01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.134091258218212772e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.171650470659399090e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.262057022317128574e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.003703183551400535e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.003839804318017226e+00
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.001697276344610366e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.495306787469298015e+00
