0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.456758334191025028e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.374203958311249085e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.683501372162266918e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,2.373429061752886149e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.142514289380780479e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.067262429886878472e+00
0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.135211611108569940e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.504982507187553775e+00
0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.194256224727774818e+00
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,2.219813803297315591e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.017506756617724939e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.002527890432487023e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.014284613317860462e+00
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.002344264588262313e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.002459403683706007e+00
1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.006702225810883977e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.266895397381880617e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.110046582769967038e+00
2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.073896698678640682e+00
3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.011309204169638321e+00
