0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.456758334191025028e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.438637738325392323e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.431179266064019906e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.196770529923796733e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.239440919742808234e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.377315239399800717e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.003582949822308112e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.003698671368586037e+00
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.001874064990081248e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.878368649614421848e+00
