0.000000000000000000e+00,0.000000000000000000e+00,2.456758334191025028e+01
-1.000000000000000000e+00,1.000000000000000000e+00,5.067527317402877429e+00
0.000000000000000000e+00,1.000000000000000000e+00,4.898416099435073612e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.077233310672662370e+00
-2.000000000000000000e+00,2.000000000000000000e+00,9.890635198031874964e+00
-1.000000000000000000e+00,2.000000000000000000e+00,4.582778797604929011e+00
0.000000000000000000e+00,2.000000000000000000e+00,2.294595752311645498e+01
1.000000000000000000e+00,2.000000000000000000e+00,4.583040327134454195e+00
2.000000000000000000e+00,2.000000000000000000e+00,9.905547806277445133e+00
-3.000000000000000000e+00,3.000000000000000000e+00,3.801450102953745080e+00
-2.000000000000000000e+00,3.000000000000000000e+00,4.134657251892531526e+00
-1.000000000000000000e+00,3.000000000000000000e+00,3.476098627667751906e+00
0.000000000000000000e+00,3.000000000000000000e+00,5.466890744626843102e+00
1.000000000000000000e+00,3.000000000000000000e+00,3.474502063865876789e+00
2.000000000000000000e+00,3.000000000000000000e+00,4.135020641654099549e+00
3.000000000000000000e+00,3.000000000000000000e+00,3.806695278404079730e+00
