0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.456758334191025028e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.176262830176924901e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.688929865181787449e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.101816066742014932e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.063797807933116957e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.508908167055655003e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.002299630966564603e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.002045038972992685e+00
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.002279190700379186e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.267576645996321361e+00
