0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.906265380192488035e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.512388828698819410e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.456758334191025028e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,2.529160396483199680e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.295502219448094294e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.119264162466576895e+00
0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.306284969613027425e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.445917974811780304e+00
0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.155769399786587659e+00
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,2.148434340855406965e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.017467032821592454e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.002243176055200191e+00
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.014308902921699396e+00
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.002477998946399218e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.002422619455500818e+00
1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.006662345014656790e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.672624170032690039e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.206326571996737318e+00
2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.096532183562271001e+00
3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.011265474796051222e+00
