0.000000000000000000e+00,0.000000000000000000e+00,2.456758334191025028e+01
-1.000000000000000000e+00,1.000000000000000000e+00,2.099278938474723688e+00
0.000000000000000000e+00,1.000000000000000000e+00,2.220544984028156588e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.099592789332497045e+00
-2.000000000000000000e+00,2.000000000000000000e+00,2.695463854415240945e+00
-1.000000000000000000e+00,2.000000000000000000e+00,2.144235473899561484e+00
0.000000000000000000e+00,2.000000000000000000e+00,3.017227274323624364e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.144250832345532931e+00
2.000000000000000000e+00,2.000000000000000000e+00,2.696778221986905866e+00
-3.000000000000000000e+00,3.000000000000000000e+00,2.087980933552362917e+00
-2.000000000000000000e+00,3.000000000000000000e+00,2.108579544054015820e+00
-1.000000000000000000e+00,3.000000000000000000e+00,2.166943392335837437e+00
0.000000000000000000e+00,3.000000000000000000e+00,2.219310392062904924e+00
1.000000000000000000e+00,3.000000000000000000e+00,2.166762587704849530e+00
2.000000000000000000e+00,3.000000000000000000e+00,2.108598278305293228e+00
3.000000000000000000e+00,3.000000000000000000e+00,2.088237182312796314e+00
